Estado,Causa,Genero,year,Casos
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,46
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,196
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,47
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,200
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,35
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,231
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,42
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,236
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,43
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,258
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,48
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Nuevo León,Disparo de arma de fuego,Hombres,2015,13
Nuevo León,Disparo de arma de fuego,Mujeres,2015,0
Nuevo León,Disparo de arma de fuego,No especificado,2015,0
Nuevo León,Disparo de arma de fuego,Hombres,2016,24
Nuevo León,Disparo de arma de fuego,Mujeres,2016,3
Nuevo León,Disparo de arma de fuego,No especificado,2016,0
Nuevo León,Disparo de arma de fuego,Hombres,2017,18
Nuevo León,Disparo de arma de fuego,Mujeres,2017,0
Nuevo León,Disparo de arma de fuego,No especificado,2017,0
Nuevo León,Disparo de arma de fuego,Hombres,2018,24
Nuevo León,Disparo de arma de fuego,Mujeres,2018,0
Nuevo León,Disparo de arma de fuego,No especificado,2018,0
Nuevo León,Disparo de arma de fuego,Hombres,2019,15
Nuevo León,Disparo de arma de fuego,Mujeres,2019,1
Nuevo León,Disparo de arma de fuego,No especificado,2019,0
Nuevo León,Disparo de arma de fuego,Hombres,2020,23
Nuevo León,Disparo de arma de fuego,Mujeres,2020,2
Nuevo León,Disparo de arma de fuego,No especificado,2020,0
Nuevo León,Envenenamiento,Hombres,2015,6
Nuevo León,Envenenamiento,Mujeres,2015,3
Nuevo León,Envenenamiento,No especificado,2015,0
Nuevo León,Envenenamiento,Hombres,2016,8
Nuevo León,Envenenamiento,Mujeres,2016,3
Nuevo León,Envenenamiento,No especificado,2016,0
Nuevo León,Envenenamiento,Hombres,2017,4
Nuevo León,Envenenamiento,Mujeres,2017,1
Nuevo León,Envenenamiento,No especificado,2017,0
Nuevo León,Envenenamiento,Hombres,2018,2
Nuevo León,Envenenamiento,Mujeres,2018,3
Nuevo León,Envenenamiento,No especificado,2018,0
Nuevo León,Envenenamiento,Hombres,2019,1
Nuevo León,Envenenamiento,Mujeres,2019,4
Nuevo León,Envenenamiento,No especificado,2019,0
Nuevo León,Envenenamiento,Hombres,2020,2
Nuevo León,Envenenamiento,Mujeres,2020,1
Nuevo León,Envenenamiento,No especificado,2020,0
Nuevo León,Otras causas,Hombres,2015,4
Nuevo León,Otras causas,Mujeres,2015,1
Nuevo León,Otras causas,No especificado,2015,0
Nuevo León,Otras causas,Hombres,2016,10
Nuevo León,Otras causas,Mujeres,2016,1
Nuevo León,Otras causas,No especificado,2016,0
Nuevo León,Otras causas,Hombres,2017,11
Nuevo León,Otras causas,Mujeres,2017,1
Nuevo León,Otras causas,No especificado,2017,0
Nuevo León,Otras causas,Hombres,2018,10
Nuevo León,Otras causas,Mujeres,2018,5
Nuevo León,Otras causas,No especificado,2018,0
Nuevo León,Otras causas,Hombres,2019,17
Nuevo León,Otras causas,Mujeres,2019,1
Nuevo León,Otras causas,No especificado,2019,0
Nuevo León,Otras causas,Hombres,2020,15
Nuevo León,Otras causas,Mujeres,2020,2
Nuevo León,Otras causas,No especificado,2020,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,93
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,14
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,66
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,20
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,94
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,12
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,87
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,16
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,113
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,22
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,142
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,24
Oaxaca,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Oaxaca,Disparo de arma de fuego,Hombres,2015,15
Oaxaca,Disparo de arma de fuego,Mujeres,2015,2
Oaxaca,Disparo de arma de fuego,No especificado,2015,1
Oaxaca,Disparo de arma de fuego,Hombres,2016,9
Oaxaca,Disparo de arma de fuego,Mujeres,2016,1
Oaxaca,Disparo de arma de fuego,No especificado,2016,0
Oaxaca,Disparo de arma de fuego,Hombres,2017,10
Oaxaca,Disparo de arma de fuego,Mujeres,2017,1
Oaxaca,Disparo de arma de fuego,No especificado,2017,0
Oaxaca,Disparo de arma de fuego,Hombres,2018,8
Oaxaca,Disparo de arma de fuego,Mujeres,2018,0
Oaxaca,Disparo de arma de fuego,No especificado,2018,0
Oaxaca,Disparo de arma de fuego,Hombres,2019,11
Oaxaca,Disparo de arma de fuego,Mujeres,2019,2
Oaxaca,Disparo de arma de fuego,No especificado,2019,0
Oaxaca,Disparo de arma de fuego,Hombres,2020,24
Oaxaca,Disparo de arma de fuego,Mujeres,2020,1
Oaxaca,Disparo de arma de fuego,No especificado,2020,0
Oaxaca,Envenenamiento,Hombres,2015,15
Oaxaca,Envenenamiento,Mujeres,2015,13
Oaxaca,Envenenamiento,No especificado,2015,0
Oaxaca,Envenenamiento,Hombres,2016,13
Oaxaca,Envenenamiento,Mujeres,2016,4
Oaxaca,Envenenamiento,No especificado,2016,0
Oaxaca,Envenenamiento,Hombres,2017,6
Oaxaca,Envenenamiento,Mujeres,2017,4
Oaxaca,Envenenamiento,No especificado,2017,0
Oaxaca,Envenenamiento,Hombres,2018,16
Oaxaca,Envenenamiento,Mujeres,2018,12
Oaxaca,Envenenamiento,No especificado,2018,0
Oaxaca,Envenenamiento,Hombres,2019,9
Oaxaca,Envenenamiento,Mujeres,2019,5
Oaxaca,Envenenamiento,No especificado,2019,0
Oaxaca,Envenenamiento,Hombres,2020,10
Oaxaca,Envenenamiento,Mujeres,2020,8
Oaxaca,Envenenamiento,No especificado,2020,0
Oaxaca,Otras causas,Hombres,2015,2
Oaxaca,Otras causas,Mujeres,2015,1
Oaxaca,Otras causas,No especificado,2015,0
Oaxaca,Otras causas,Hombres,2016,1
Oaxaca,Otras causas,Mujeres,2016,0
Oaxaca,Otras causas,No especificado,2016,0
Oaxaca,Otras causas,Hombres,2017,2
Oaxaca,Otras causas,Mujeres,2017,0
Oaxaca,Otras causas,No especificado,2017,0
Oaxaca,Otras causas,Hombres,2018,0
Oaxaca,Otras causas,Mujeres,2018,1
Oaxaca,Otras causas,No especificado,2018,0
Oaxaca,Otras causas,Hombres,2019,3
Oaxaca,Otras causas,Mujeres,2019,1
Oaxaca,Otras causas,No especificado,2019,0
Oaxaca,Otras causas,Hombres,2020,4
Oaxaca,Otras causas,Mujeres,2020,1
Oaxaca,Otras causas,No especificado,2020,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,163
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,60
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,151
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,37
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,199
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,62
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,196
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,72
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,207
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,66
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Puebla,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,226
Puebla,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,54
Puebla,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Puebla,Disparo de arma de fuego,Hombres,2015,15
Puebla,Disparo de arma de fuego,Mujeres,2015,0
Puebla,Disparo de arma de fuego,No especificado,2015,0
Puebla,Disparo de arma de fuego,Hombres,2016,7
Puebla,Disparo de arma de fuego,Mujeres,2016,1
Puebla,Disparo de arma de fuego,No especificado,2016,0
Puebla,Disparo de arma de fuego,Hombres,2017,11
Puebla,Disparo de arma de fuego,Mujeres,2017,2
Puebla,Disparo de arma de fuego,No especificado,2017,0
Puebla,Disparo de arma de fuego,Hombres,2018,17
Puebla,Disparo de arma de fuego,Mujeres,2018,0
Puebla,Disparo de arma de fuego,No especificado,2018,0
Puebla,Disparo de arma de fuego,Hombres,2019,25
Puebla,Disparo de arma de fuego,Mujeres,2019,1
Puebla,Disparo de arma de fuego,No especificado,2019,0
Puebla,Disparo de arma de fuego,Hombres,2020,25
Puebla,Disparo de arma de fuego,Mujeres,2020,3
Puebla,Disparo de arma de fuego,No especificado,2020,0
Puebla,Envenenamiento,Hombres,2015,13
Puebla,Envenenamiento,Mujeres,2015,10
Puebla,Envenenamiento,No especificado,2015,0
Puebla,Envenenamiento,Hombres,2016,12
Puebla,Envenenamiento,Mujeres,2016,12
Puebla,Envenenamiento,No especificado,2016,0
Puebla,Envenenamiento,Hombres,2017,15
Puebla,Envenenamiento,Mujeres,2017,10
Puebla,Envenenamiento,No especificado,2017,0
Puebla,Envenenamiento,Hombres,2018,12
Puebla,Envenenamiento,Mujeres,2018,13
Puebla,Envenenamiento,No especificado,2018,0
Puebla,Envenenamiento,Hombres,2019,18
Puebla,Envenenamiento,Mujeres,2019,17
Puebla,Envenenamiento,No especificado,2019,0
Puebla,Envenenamiento,Hombres,2020,12
Puebla,Envenenamiento,Mujeres,2020,9
Puebla,Envenenamiento,No especificado,2020,0
Puebla,Otras causas,Hombres,2015,3
Puebla,Otras causas,Mujeres,2015,4
Puebla,Otras causas,No especificado,2015,0
Puebla,Otras causas,Hombres,2016,4
Puebla,Otras causas,Mujeres,2016,2
Puebla,Otras causas,No especificado,2016,0
Puebla,Otras causas,Hombres,2017,3
Puebla,Otras causas,Mujeres,2017,0
Puebla,Otras causas,No especificado,2017,0
Puebla,Otras causas,Hombres,2018,6
Puebla,Otras causas,Mujeres,2018,3
Puebla,Otras causas,No especificado,2018,0
Puebla,Otras causas,Hombres,2019,7
Puebla,Otras causas,Mujeres,2019,4
Puebla,Otras causas,No especificado,2019,0
Puebla,Otras causas,Hombres,2020,5
Puebla,Otras causas,Mujeres,2020,2
Puebla,Otras causas,No especificado,2020,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,72
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,12
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,61
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,15
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,100
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,16
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,95
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,21
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,115
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,24
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,146
Querétaro,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,20
Querétaro,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Querétaro,Disparo de arma de fuego,Hombres,2015,12
Querétaro,Disparo de arma de fuego,Mujeres,2015,1
Querétaro,Disparo de arma de fuego,No especificado,2015,0
Querétaro,Disparo de arma de fuego,Hombres,2016,7
Querétaro,Disparo de arma de fuego,Mujeres,2016,0
Querétaro,Disparo de arma de fuego,No especificado,2016,0
Querétaro,Disparo de arma de fuego,Hombres,2017,9
Querétaro,Disparo de arma de fuego,Mujeres,2017,0
Querétaro,Disparo de arma de fuego,No especificado,2017,0
Querétaro,Disparo de arma de fuego,Hombres,2018,6
Querétaro,Disparo de arma de fuego,Mujeres,2018,3
Querétaro,Disparo de arma de fuego,No especificado,2018,0
Querétaro,Disparo de arma de fuego,Hombres,2019,10
Querétaro,Disparo de arma de fuego,Mujeres,2019,2
Querétaro,Disparo de arma de fuego,No especificado,2019,0
Querétaro,Disparo de arma de fuego,Hombres,2020,12
Querétaro,Disparo de arma de fuego,Mujeres,2020,2
Querétaro,Disparo de arma de fuego,No especificado,2020,0
Querétaro,Envenenamiento,Hombres,2015,2
Querétaro,Envenenamiento,Mujeres,2015,2
Querétaro,Envenenamiento,No especificado,2015,0
Querétaro,Envenenamiento,Hombres,2016,4
Querétaro,Envenenamiento,Mujeres,2016,7
Querétaro,Envenenamiento,No especificado,2016,0
Querétaro,Envenenamiento,Hombres,2017,2
Querétaro,Envenenamiento,Mujeres,2017,4
Querétaro,Envenenamiento,No especificado,2017,0
Querétaro,Envenenamiento,Hombres,2018,5
Querétaro,Envenenamiento,Mujeres,2018,3
Querétaro,Envenenamiento,No especificado,2018,0
Querétaro,Envenenamiento,Hombres,2019,10
Querétaro,Envenenamiento,Mujeres,2019,8
Querétaro,Envenenamiento,No especificado,2019,0
Querétaro,Envenenamiento,Hombres,2020,8
Querétaro,Envenenamiento,Mujeres,2020,4
Querétaro,Envenenamiento,No especificado,2020,0
Querétaro,Otras causas,Hombres,2015,4
Querétaro,Otras causas,Mujeres,2015,5
Querétaro,Otras causas,No especificado,2015,0
Querétaro,Otras causas,Hombres,2016,5
Querétaro,Otras causas,Mujeres,2016,3
Querétaro,Otras causas,No especificado,2016,0
Querétaro,Otras causas,Hombres,2017,4
Querétaro,Otras causas,Mujeres,2017,2
Querétaro,Otras causas,No especificado,2017,0
Querétaro,Otras causas,Hombres,2018,4
Querétaro,Otras causas,Mujeres,2018,1
Querétaro,Otras causas,No especificado,2018,0
Querétaro,Otras causas,Hombres,2019,6
Querétaro,Otras causas,Mujeres,2019,0
Querétaro,Otras causas,No especificado,2019,0
Querétaro,Otras causas,Hombres,2020,6
Querétaro,Otras causas,Mujeres,2020,2
Querétaro,Otras causas,No especificado,2020,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,101
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,29
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,91
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,23
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,108
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,18
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,92
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,21
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,100
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,19
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,127
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,36
Quintana Roo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Quintana Roo,Disparo de arma de fuego,Hombres,2015,6
Quintana Roo,Disparo de arma de fuego,Mujeres,2015,0
Quintana Roo,Disparo de arma de fuego,No especificado,2015,0
Quintana Roo,Disparo de arma de fuego,Hombres,2016,5
Quintana Roo,Disparo de arma de fuego,Mujeres,2016,1
Quintana Roo,Disparo de arma de fuego,No especificado,2016,0
Quintana Roo,Disparo de arma de fuego,Hombres,2017,1
Quintana Roo,Disparo de arma de fuego,Mujeres,2017,0
Quintana Roo,Disparo de arma de fuego,No especificado,2017,0
Quintana Roo,Disparo de arma de fuego,Hombres,2018,3
Quintana Roo,Disparo de arma de fuego,Mujeres,2018,0
Quintana Roo,Disparo de arma de fuego,No especificado,2018,0
Quintana Roo,Disparo de arma de fuego,Hombres,2019,2
Quintana Roo,Disparo de arma de fuego,Mujeres,2019,0
Quintana Roo,Disparo de arma de fuego,No especificado,2019,0
Quintana Roo,Disparo de arma de fuego,Hombres,2020,2
Quintana Roo,Disparo de arma de fuego,Mujeres,2020,1
Quintana Roo,Disparo de arma de fuego,No especificado,2020,0
Quintana Roo,Envenenamiento,Hombres,2015,2
Quintana Roo,Envenenamiento,Mujeres,2015,1
Quintana Roo,Envenenamiento,No especificado,2015,0
Quintana Roo,Envenenamiento,Hombres,2016,3
Quintana Roo,Envenenamiento,Mujeres,2016,0
Quintana Roo,Envenenamiento,No especificado,2016,0
Quintana Roo,Envenenamiento,Hombres,2017,7
Quintana Roo,Envenenamiento,Mujeres,2017,1
Quintana Roo,Envenenamiento,No especificado,2017,0
Quintana Roo,Envenenamiento,Hombres,2018,5
Quintana Roo,Envenenamiento,Mujeres,2018,1
Quintana Roo,Envenenamiento,No especificado,2018,0
Quintana Roo,Envenenamiento,Hombres,2019,8
Quintana Roo,Envenenamiento,Mujeres,2019,2
Quintana Roo,Envenenamiento,No especificado,2019,0
Quintana Roo,Envenenamiento,Hombres,2020,6
Quintana Roo,Envenenamiento,Mujeres,2020,2
Quintana Roo,Envenenamiento,No especificado,2020,0
Quintana Roo,Otras causas,Hombres,2015,1
Quintana Roo,Otras causas,Mujeres,2015,0
Quintana Roo,Otras causas,No especificado,2015,0
Quintana Roo,Otras causas,Hombres,2016,2
Quintana Roo,Otras causas,Mujeres,2016,0
Quintana Roo,Otras causas,No especificado,2016,0
Quintana Roo,Otras causas,Hombres,2017,0
Quintana Roo,Otras causas,Mujeres,2017,0
Quintana Roo,Otras causas,No especificado,2017,0
Quintana Roo,Otras causas,Hombres,2018,3
Quintana Roo,Otras causas,Mujeres,2018,0
Quintana Roo,Otras causas,No especificado,2018,0
Quintana Roo,Otras causas,Hombres,2019,2
Quintana Roo,Otras causas,Mujeres,2019,0
Quintana Roo,Otras causas,No especificado,2019,0
Quintana Roo,Otras causas,Hombres,2020,0
Quintana Roo,Otras causas,Mujeres,2020,2
Quintana Roo,Otras causas,No especificado,2020,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,121
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,19
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,128
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,28
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,145
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,26
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,153
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,24
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,174
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,35
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,196
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,37
San Luis Potosí,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2015,12
San Luis Potosí,Disparo de arma de fuego,Mujeres,2015,1
San Luis Potosí,Disparo de arma de fuego,No especificado,2015,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2016,11
San Luis Potosí,Disparo de arma de fuego,Mujeres,2016,2
San Luis Potosí,Disparo de arma de fuego,No especificado,2016,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2017,14
San Luis Potosí,Disparo de arma de fuego,Mujeres,2017,1
San Luis Potosí,Disparo de arma de fuego,No especificado,2017,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2018,14
San Luis Potosí,Disparo de arma de fuego,Mujeres,2018,1
San Luis Potosí,Disparo de arma de fuego,No especificado,2018,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2019,19
San Luis Potosí,Disparo de arma de fuego,Mujeres,2019,0
San Luis Potosí,Disparo de arma de fuego,No especificado,2019,0
San Luis Potosí,Disparo de arma de fuego,Hombres,2020,13
San Luis Potosí,Disparo de arma de fuego,Mujeres,2020,0
San Luis Potosí,Disparo de arma de fuego,No especificado,2020,0
San Luis Potosí,Envenenamiento,Hombres,2015,6
San Luis Potosí,Envenenamiento,Mujeres,2015,3
San Luis Potosí,Envenenamiento,No especificado,2015,0
San Luis Potosí,Envenenamiento,Hombres,2016,4
San Luis Potosí,Envenenamiento,Mujeres,2016,1
San Luis Potosí,Envenenamiento,No especificado,2016,0
San Luis Potosí,Envenenamiento,Hombres,2017,4
San Luis Potosí,Envenenamiento,Mujeres,2017,5
San Luis Potosí,Envenenamiento,No especificado,2017,0
San Luis Potosí,Envenenamiento,Hombres,2018,5
San Luis Potosí,Envenenamiento,Mujeres,2018,1
San Luis Potosí,Envenenamiento,No especificado,2018,0
San Luis Potosí,Envenenamiento,Hombres,2019,5
San Luis Potosí,Envenenamiento,Mujeres,2019,3
San Luis Potosí,Envenenamiento,No especificado,2019,0
San Luis Potosí,Envenenamiento,Hombres,2020,5
San Luis Potosí,Envenenamiento,Mujeres,2020,3
San Luis Potosí,Envenenamiento,No especificado,2020,0
San Luis Potosí,Otras causas,Hombres,2015,0
San Luis Potosí,Otras causas,Mujeres,2015,2
San Luis Potosí,Otras causas,No especificado,2015,0
San Luis Potosí,Otras causas,Hombres,2016,4
San Luis Potosí,Otras causas,Mujeres,2016,1
San Luis Potosí,Otras causas,No especificado,2016,0
San Luis Potosí,Otras causas,Hombres,2017,2
San Luis Potosí,Otras causas,Mujeres,2017,2
San Luis Potosí,Otras causas,No especificado,2017,0
San Luis Potosí,Otras causas,Hombres,2018,6
San Luis Potosí,Otras causas,Mujeres,2018,0
San Luis Potosí,Otras causas,No especificado,2018,0
San Luis Potosí,Otras causas,Hombres,2019,2
San Luis Potosí,Otras causas,Mujeres,2019,1
San Luis Potosí,Otras causas,No especificado,2019,0
San Luis Potosí,Otras causas,Hombres,2020,4
San Luis Potosí,Otras causas,Mujeres,2020,0
San Luis Potosí,Otras causas,No especificado,2020,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,92
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,10
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,110
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,11
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,128
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,15
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,96
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,12
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,101
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,19
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,90
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,9
Sinaloa,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Sinaloa,Disparo de arma de fuego,Hombres,2015,21
Sinaloa,Disparo de arma de fuego,Mujeres,2015,3
Sinaloa,Disparo de arma de fuego,No especificado,2015,0
Sinaloa,Disparo de arma de fuego,Hombres,2016,20
Sinaloa,Disparo de arma de fuego,Mujeres,2016,3
Sinaloa,Disparo de arma de fuego,No especificado,2016,0
Sinaloa,Disparo de arma de fuego,Hombres,2017,16
Sinaloa,Disparo de arma de fuego,Mujeres,2017,1
Sinaloa,Disparo de arma de fuego,No especificado,2017,0
Sinaloa,Disparo de arma de fuego,Hombres,2018,8
Sinaloa,Disparo de arma de fuego,Mujeres,2018,0
Sinaloa,Disparo de arma de fuego,No especificado,2018,0
Sinaloa,Disparo de arma de fuego,Hombres,2019,12
Sinaloa,Disparo de arma de fuego,Mujeres,2019,3
Sinaloa,Disparo de arma de fuego,No especificado,2019,0
Sinaloa,Disparo de arma de fuego,Hombres,2020,11
Sinaloa,Disparo de arma de fuego,Mujeres,2020,0
Sinaloa,Disparo de arma de fuego,No especificado,2020,0
Sinaloa,Envenenamiento,Hombres,2015,7
Sinaloa,Envenenamiento,Mujeres,2015,4
Sinaloa,Envenenamiento,No especificado,2015,0
Sinaloa,Envenenamiento,Hombres,2016,9
